YEAR,APPRAISED IMPROVEMENTS,APPRAISED LAND,APPRAISED TOTAL,ASSESSED IMPROVEMENTS,ASSESSED LAND, ASSESSED TOTAL,ADDRESS,URL,SALE DATE,SALE PRICE,MODEL,STYLE,LIVING AREA,LAND AREA(SF),NBHD,STORIES,ROOMS,BEDROOMS,BATHS,HALF BATHS
2016,$136900,$283800,$420700,$136900,$283800,$420700,22 PETER SPRING RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1190,05/18/2016,$565000.00,Residential,Ranch,1388,20436,22,1 Story,6 Rooms,3 Bedrooms,2,0
2018,$184800,$332100,$516900,$184800,$332100,$516900,22 PETER SPRING RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1190,08/07/2012,$370500.00,Residential,Ranch,1388,20436,22,1 Story,6 Rooms,3 Bedrooms,2,0
2017,$163900,$316200,$480100,$163900,$316200,$480100,22 PETER SPRING RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1190,08/07/2012,$370500.00,Residential,Ranch,1388,20436,22,1 Story,6 Rooms,3 Bedrooms,2,0
2016,$136900,$283800,$420700,$136900,$283800,$420700,22 PETER SPRING RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1190,08/07/2012,$370500.00,Residential,Ranch,1388,20436,22,1 Story,6 Rooms,3 Bedrooms,2,0
2018,$239200,$330400,$569600,$239200,$330400,$569600,692 BEDFORD ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1211,10/09/2015,$565000.00,Residential,Cape Cod,1596,20000,22,1 1/2 Stories,,3 Bedrooms,1,1
2017,$239200,$314700,$553900,$239200,$314700,$553900,692 BEDFORD ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1211,10/09/2015,$565000.00,Residential,Cape Cod,1596,20000,22,1 1/2 Stories,,3 Bedrooms,1,1
2016,$220900,$282400,$503300,$220900,$282400,$503300,692 BEDFORD ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1211,10/09/2015,$565000.00,Residential,Cape Cod,1596,20000,22,1 1/2 Stories,,3 Bedrooms,1,1
2018,$225900,$330400,$556300,$225900,$330400,$556300,706 BEDFORD ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1212,08/01/2017,$525000.00,Residential,Ranch,1624,20000,22,1 Story,,3 Bedrooms,1,0
2017,$199500,$314700,$514200,$199500,$314700,$514200,706 BEDFORD ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1212,08/01/2017,$525000.00,Residential,Ranch,1624,20000,22,1 Story,,3 Bedrooms,1,0
2016,$173800,$282400,$456200,$173800,$282400,$456200,706 BEDFORD ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1212,08/01/2017,$525000.00,Residential,Ranch,1624,20000,22,1 Story,,3 Bedrooms,1,0
2018,$273400,$341800,$615200,$273400,$341800,$615200,488 OLD BEDFORD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1221,09/25/2015,$637500.00,Residential,Colonial,1942,23020,22,2 Stories,7,3 Bedrooms,1,1
2017,$269200,$325500,$594700,$269200,$325500,$594700,488 OLD BEDFORD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1221,09/25/2015,$637500.00,Residential,Colonial,1942,23020,22,2 Stories,7,3 Bedrooms,1,1
2016,$260200,$292100,$552300,$260200,$292100,$552300,488 OLD BEDFORD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1221,09/25/2015,$637500.00,Residential,Colonial,1942,23020,22,2 Stories,7,3 Bedrooms,1,1
2018,$264300,$371900,$636200,$264300,$371900,$636200,527 OLD BEDFORD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1230,05/18/2012,$415000.00,Residential,Old Style,1643,33068,22,2 Stories,7,3 Bedrooms,1,1
2017,$270000,$354200,$624200,$270000,$354200,$624200,527 OLD BEDFORD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1230,05/18/2012,$415000.00,Residential,Old Style,1643,33068,22,2 Stories,7,3 Bedrooms,1,1
2016,$224800,$317900,$542700,$224800,$317900,$542700,527 OLD BEDFORD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1230,05/18/2012,$415000.00,Residential,Old Style,1643,33068,22,2 Stories,7,3 Bedrooms,1,1
2018,$258200,$292400,$550600,$258200,$292400,$550600,701 BEDFORD ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1245,01/15/2016,$550000.00,Residential,Old Style,1671,12360,22,2 Stories,8,3 Bedrooms,1,1
2017,$284800,$278500,$563300,$284800,$278500,$563300,701 BEDFORD ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1245,01/15/2016,$550000.00,Residential,Old Style,1671,12360,22,2 Stories,8,3 Bedrooms,1,1
2016,$261800,$250000,$511800,$261800,$250000,$511800,701 BEDFORD ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1245,01/15/2016,$550000.00,Residential,Old Style,1671,12360,22,2 Stories,8,3 Bedrooms,1,1
2018,$303900,$338600,$642500,$303900,$338600,$642500,130 MONSEN RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1257,08/31/2012,$560000.00,Residential,Cape Cod,1736,22178,22,1.75,7,4 Bedrooms,2,0
2017,$303900,$322500,$626400,$303900,$322500,$626400,130 MONSEN RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1257,08/31/2012,$560000.00,Residential,Cape Cod,1736,22178,22,1.75,7,4 Bedrooms,2,0
2016,$277600,$289400,$567000,$277600,$289400,$567000,130 MONSEN RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1257,08/31/2012,$560000.00,Residential,Cape Cod,1736,22178,22,1.75,7,4 Bedrooms,2,0
2018,$377800,$359900,$737700,$377800,$359900,$737700,359 OLD BEDFORD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1273,08/14/2015,$759000.00,Residential,Colonial,1976,27841,22,2,8,4 Bedrooms,3,0
2017,$377800,$342800,$720600,$377800,$342800,$720600,359 OLD BEDFORD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1273,08/14/2015,$759000.00,Residential,Colonial,1976,27841,22,2,8,4 Bedrooms,3,0
2016,$352100,$307600,$659700,$352100,$307600,$659700,359 OLD BEDFORD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1273,08/14/2015,$759000.00,Residential,Colonial,1976,27841,22,2,8,4 Bedrooms,3,0
2018,$303400,$343900,$647300,$303400,$343900,$647300,157 WRIGHT RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1317,05/31/2011,$545000.00,Residential,Colonial,1904,21307,30,2 Stories,8,4 Bedrooms,1,1
2017,$303400,$319300,$622700,$303400,$319300,$622700,157 WRIGHT RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1317,05/31/2011,$545000.00,Residential,Colonial,1904,21307,30,2 Stories,8,4 Bedrooms,1,1
2016,$294600,$319300,$613900,$294600,$319300,$613900,157 WRIGHT RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1317,05/31/2011,$545000.00,Residential,Colonial,1904,21307,30,2 Stories,8,4 Bedrooms,1,1
2018,$293500,$338900,$632400,$293500,$338900,$632400,260 OAK HILL CIR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1341,12/10/2015,$608200.00,Residential,Ranch,1444,20000,30,1 Story,8,3 Bedrooms,2,0
2017,$247000,$314700,$561700,$247000,$314700,$561700,260 OAK HILL CIR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1341,12/10/2015,$608200.00,Residential,Ranch,1444,20000,30,1 Story,8,3 Bedrooms,2,0
2016,$217800,$314700,$532500,$217800,$314700,$532500,260 OAK HILL CIR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1341,12/10/2015,$608200.00,Residential,Ranch,1444,20000,30,1 Story,8,3 Bedrooms,2,0
2018,$243400,$345600,$589000,$243400,$345600,$589000,94 BAYBERRY RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1367,07/15/2013,$543000.00,Residential,Colonial,1568,21742,30,2 Stories,7,4 Bedrooms,1,1
2017,$243400,$320900,$564300,$243400,$320900,$564300,94 BAYBERRY RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1367,07/15/2013,$543000.00,Residential,Colonial,1568,21742,30,2 Stories,7,4 Bedrooms,1,1
2016,$231500,$320900,$552400,$231500,$320900,$552400,94 BAYBERRY RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1367,07/15/2013,$543000.00,Residential,Colonial,1568,21742,30,2 Stories,7,4 Bedrooms,1,1
2018,$289800,$444600,$734400,$289800,$444600,$734400,67 ADAMS RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1428,08/18/2015,$700000.00,Residential,Colonial,1562,24356,28,2 Stories,7,3 Bedrooms,1,1
2017,$242700,$423400,$666100,$242700,$423400,$666100,67 ADAMS RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1428,08/18/2015,$700000.00,Residential,Colonial,1562,24356,28,2 Stories,7,3 Bedrooms,1,1
2016,$193500,$423400,$616900,$193500,$423400,$616900,67 ADAMS RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1428,08/18/2015,$700000.00,Residential,Colonial,1562,24356,28,2 Stories,7,3 Bedrooms,1,1
2018,$256400,$423600,$680000,$256400,$423600,$680000,524 ELM ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1434,05/01/2012,$547000.00,Residential,Cape Cod,1859,20000,28,1.75,8,4 Bedrooms,2,0
2017,$256400,$403400,$659800,$256400,$403400,$659800,524 ELM ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1434,05/01/2012,$547000.00,Residential,Cape Cod,1859,20000,28,1.75,8,4 Bedrooms,2,0
2016,$257200,$403400,$660600,$257200,$403400,$660600,524 ELM ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1434,05/01/2012,$547000.00,Residential,Cape Cod,1859,20000,28,1.75,8,4 Bedrooms,2,0
2018,$310300,$467800,$778100,$310300,$467800,$778100,562 ELM ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1456,05/26/2016,$799000.00,Residential,Cape Cod,1858,29148,28,1.75,7,3 Bedrooms,2,0
2017,$338900,$445500,$784400,$338900,$445500,$784400,562 ELM ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1456,05/26/2016,$799000.00,Residential,Cape Cod,1858,29148,28,1.75,7,3 Bedrooms,2,0
2016,$317000,$445500,$762500,$317000,$445500,$762500,562 ELM ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1456,05/26/2016,$799000.00,Residential,Cape Cod,1858,29148,28,1.75,7,3 Bedrooms,2,0
2018,$178600,$423600,$602200,$178600,$423600,$602200,99 NIMROD DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1473,09/08/2017,$555000.00,Residential,Colonial,1170,20000,28,2 Stories,6,3 Bedrooms,1,1
2017,$178600,$403400,$582000,$178600,$403400,$582000,99 NIMROD DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1473,09/08/2017,$555000.00,Residential,Colonial,1170,20000,28,2 Stories,6,3 Bedrooms,1,1
2016,$161400,$403400,$564800,$161400,$403400,$564800,99 NIMROD DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1473,09/08/2017,$555000.00,Residential,Colonial,1170,20000,28,2 Stories,6,3 Bedrooms,1,1
2018,$242200,$423600,$665800,$242200,$423600,$665800,79 NIMROD DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1475,10/15/2013,$560000.00,Residential,Ranch,1500,20000,28,1 Story,7,4 Bedrooms,1,
2017,$213700,$403400,$617100,$213700,$403400,$617100,79 NIMROD DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1475,10/15/2013,$560000.00,Residential,Ranch,1500,20000,28,1 Story,7,4 Bedrooms,1,
2016,$185800,$403400,$589200,$185800,$403400,$589200,79 NIMROD DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1475,10/15/2013,$560000.00,Residential,Ranch,1500,20000,28,1 Story,7,4 Bedrooms,1,
2018,$231900,$338300,$570200,$231900,$338300,$570200,121 ASSABET AVE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1490,09/29/2017,$629000.00,Residential,Ranch,1226,19893,30,1 Story,7,3 Bedrooms,1,0
2017,$204300,$314100,$518400,$204300,$314100,$518400,121 ASSABET AVE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1490,09/29/2017,$629000.00,Residential,Ranch,1226,19893,30,1 Story,7,3 Bedrooms,1,0
2016,$175600,$314100,$489700,$175600,$314100,$489700,121 ASSABET AVE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1490,09/29/2017,$629000.00,Residential,Ranch,1226,19893,30,1 Story,7,3 Bedrooms,1,0
2018,$231900,$338300,$570200,$231900,$338300,$570200,121 ASSABET AVE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1490,04/27/2012,$430000.00,Residential,Ranch,1226,19893,30,1 Story,7,3 Bedrooms,1,0
2017,$204300,$314100,$518400,$204300,$314100,$518400,121 ASSABET AVE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1490,04/27/2012,$430000.00,Residential,Ranch,1226,19893,30,1 Story,7,3 Bedrooms,1,0
2016,$175600,$314100,$489700,$175600,$314100,$489700,121 ASSABET AVE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1490,04/27/2012,$430000.00,Residential,Ranch,1226,19893,30,1 Story,7,3 Bedrooms,1,0
2018,$259100,$496200,$755300,$259100,$496200,$755300,635 ELM ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1509,06/25/2012,$480000.00,Residential,Cape Cod,1776,52670,28,2,7,3 Bedrooms,2,0
2017,$259100,$472500,$731600,$259100,$472500,$731600,635 ELM ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1509,06/25/2012,$480000.00,Residential,Cape Cod,1776,52670,28,2,7,3 Bedrooms,2,0
2016,$87700,$472500,$560200,$87700,$472500,$560200,635 ELM ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1509,06/25/2012,$480000.00,Residential,Cape Cod,1776,52670,28,2,7,3 Bedrooms,2,0
2018,$292700,$423600,$716300,$292700,$423600,$716300,551 ELM ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1516,07/10/2013,$618500.00,Residential,Rsd Rnch/Splt Lvl,1434,20000,28,1 Story,7,3 Bedrooms,3,0
2017,$282000,$403400,$685400,$282000,$403400,$685400,551 ELM ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1516,07/10/2013,$618500.00,Residential,Rsd Rnch/Splt Lvl,1434,20000,28,1 Story,7,3 Bedrooms,3,0
2016,$289400,$403400,$692800,$289400,$403400,$692800,551 ELM ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1516,07/10/2013,$618500.00,Residential,Rsd Rnch/Splt Lvl,1434,20000,28,1 Story,7,3 Bedrooms,3,0
2018,$292700,$423600,$716300,$292700,$423600,$716300,551 ELM ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1516,09/09/2011,$527500.00,Residential,Rsd Rnch/Splt Lvl,1434,20000,28,1 Story,7,3 Bedrooms,3,0
2017,$282000,$403400,$685400,$282000,$403400,$685400,551 ELM ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1516,09/09/2011,$527500.00,Residential,Rsd Rnch/Splt Lvl,1434,20000,28,1 Story,7,3 Bedrooms,3,0
2016,$289400,$403400,$692800,$289400,$403400,$692800,551 ELM ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1516,09/09/2011,$527500.00,Residential,Rsd Rnch/Splt Lvl,1434,20000,28,1 Story,7,3 Bedrooms,3,0
2018,$261200,$425700,$686900,$261200,$425700,$686900,84 BAKER AVE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1518,11/28/2011,$492500.00,Residential,Rsd Rnch/Splt Lvl,1437,20436,28,1 Story,7,3 Bedrooms,1,2
2017,$251600,$405400,$657000,$251600,$405400,$657000,84 BAKER AVE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1518,11/28/2011,$492500.00,Residential,Rsd Rnch/Splt Lvl,1437,20436,28,1 Story,7,3 Bedrooms,1,2
2016,$255800,$405400,$661200,$255800,$405400,$661200,84 BAKER AVE,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1518,11/28/2011,$492500.00,Residential,Rsd Rnch/Splt Lvl,1437,20436,28,1 Story,7,3 Bedrooms,1,2
2018,$534400,$628700,$1163100,$534400,$628700,$1163100,67 AUTHORS RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1660,08/16/2011,$943000.00,Residential,Ranch,1994,28712,24,1,,5 Bedrooms,2,1
2017,$474700,$576500,$1051200,$474700,$576500,$1051200,67 AUTHORS RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1660,08/16/2011,$943000.00,Residential,Ranch,1994,28712,24,1,,5 Bedrooms,2,1
2016,$435000,$576500,$1011500,$435000,$576500,$1011500,67 AUTHORS RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1660,08/16/2011,$943000.00,Residential,Ranch,1994,28712,24,1,,5 Bedrooms,2,1
2018,$231700,$343000,$574700,$231700,$343000,$574700,128 BEDFORD ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1674,10/11/2013,$585000.00,Residential,2 Family,1729,6300,28,2 1/2 Stories,,3 Bedrooms,2,0
2017,$261700,$326700,$588400,$261700,$326700,$588400,128 BEDFORD ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1674,10/11/2013,$585000.00,Residential,2 Family,1729,6300,28,2 1/2 Stories,,3 Bedrooms,2,0
2016,$261700,$326700,$588400,$261700,$326700,$588400,128 BEDFORD ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1674,10/11/2013,$585000.00,Residential,2 Family,1729,6300,28,2 1/2 Stories,,3 Bedrooms,2,0
2018,$347200,$280200,$627400,$347200,$280200,$627400,222 BEDFORD ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1686,06/22/2015,$760000.00,Residential,Old Style,1834,9840,22,1 3/4 Stories,9,4 Bedrooms,3,0
2017,$356400,$266800,$623200,$356400,$266800,$623200,222 BEDFORD ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1686,06/22/2015,$760000.00,Residential,Old Style,1834,9840,22,1 3/4 Stories,9,4 Bedrooms,3,0
2016,$377100,$239500,$616600,$377100,$239500,$616600,222 BEDFORD ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1686,06/22/2015,$760000.00,Residential,Old Style,1834,9840,22,1 3/4 Stories,9,4 Bedrooms,3,0
2018,$309300,$574700,$884000,$309300,$574700,$884000,59 MARTIN RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1719,08/22/2011,$800000.00,Residential,Colonial,1658,20436,24,2 Stories,,3 Bedrooms,2,1
2017,$309300,$527000,$836300,$309300,$527000,$836300,59 MARTIN RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1719,08/22/2011,$800000.00,Residential,Colonial,1658,20436,24,2 Stories,,3 Bedrooms,2,1
2016,$291700,$527000,$818700,$291700,$527000,$818700,59 MARTIN RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1719,08/22/2011,$800000.00,Residential,Colonial,1658,20436,24,2 Stories,,3 Bedrooms,2,1
2018,$564200,$640900,$1205100,$564200,$640900,$1205100,119 BARTLETT HILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1728,06/26/2012,$995000.00,Residential,Contemp/Modern,1926,31761,24,1 Story,8,4 Bedrooms,2,2
2017,$603600,$587700,$1191300,$603600,$587700,$1191300,119 BARTLETT HILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1728,06/26/2012,$995000.00,Residential,Contemp/Modern,1926,31761,24,1 Story,8,4 Bedrooms,2,2
2016,$499600,$587700,$1087300,$499600,$587700,$1087300,119 BARTLETT HILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1728,06/26/2012,$995000.00,Residential,Contemp/Modern,1926,31761,24,1 Story,8,4 Bedrooms,2,2
2018,$312700,$603100,$915800,$312700,$603100,$915800,121 BARTLETT HILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1729,09/26/2017,$920000.00,Residential,Rsd Rnch/Splt Lvl,1210,24792,24,1 Story,,3 Bedrooms,2,0
2017,$301000,$553100,$854100,$301000,$553100,$854100,121 BARTLETT HILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1729,09/26/2017,$920000.00,Residential,Rsd Rnch/Splt Lvl,1210,24792,24,1 Story,,3 Bedrooms,2,0
2016,$309300,$553100,$862400,$309300,$553100,$862400,121 BARTLETT HILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1729,09/26/2017,$920000.00,Residential,Rsd Rnch/Splt Lvl,1210,24792,24,1 Story,,3 Bedrooms,2,0
2018,$270800,$334900,$605700,$270800,$334900,$605700,22 FERN ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1761,12/09/2016,$660000.00,Residential,Colonial,1832,16098,27,2 Stories,6 Rooms,2 Bedrooms,2,1
2017,$270800,$341800,$612600,$270800,$341800,$612600,22 FERN ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1761,12/09/2016,$660000.00,Residential,Colonial,1832,16098,27,2 Stories,6 Rooms,2 Bedrooms,2,1
2016,$259100,$341800,$600900,$259100,$341800,$600900,22 FERN ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1761,12/09/2016,$660000.00,Residential,Colonial,1832,16098,27,2 Stories,6 Rooms,2 Bedrooms,2,1
2018,$368500,$497100,$865600,$368500,$497100,$865600,17 MUNROE PL,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1783,05/05/2017,$960000.00,Residential,Colonial,1732,11307,24,2 Stories,6,3 Bedrooms,2,1
2017,$368500,$455900,$824400,$368500,$455900,$824400,17 MUNROE PL,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1783,05/05/2017,$960000.00,Residential,Colonial,1732,11307,24,2 Stories,6,3 Bedrooms,2,1
2016,$288100,$455900,$744000,$288100,$455900,$744000,17 MUNROE PL,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1783,05/05/2017,$960000.00,Residential,Colonial,1732,11307,24,2 Stories,6,3 Bedrooms,2,1
2018,$368500,$497100,$865600,$368500,$497100,$865600,17 MUNROE PL,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1783,04/20/2012,$696000.00,Residential,Colonial,1732,11307,24,2 Stories,6,3 Bedrooms,2,1
2017,$368500,$455900,$824400,$368500,$455900,$824400,17 MUNROE PL,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1783,04/20/2012,$696000.00,Residential,Colonial,1732,11307,24,2 Stories,6,3 Bedrooms,2,1
2016,$288100,$455900,$744000,$288100,$455900,$744000,17 MUNROE PL,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1783,04/20/2012,$696000.00,Residential,Colonial,1732,11307,24,2 Stories,6,3 Bedrooms,2,1
2018,$352100,$661900,$1014000,$352100,$661900,$1014000,127 AUTHORS RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1796,07/14/2017,$1060000.00,Residential,Cape Cod,1991,43522,24,1 3/4 Stories,7 Rooms,3 Bedrooms,2,1
2017,$352100,$607000,$959100,$352100,$607000,$959100,127 AUTHORS RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1796,07/14/2017,$1060000.00,Residential,Cape Cod,1991,43522,24,1 3/4 Stories,7 Rooms,3 Bedrooms,2,1
2016,$334800,$607000,$941800,$334800,$607000,$941800,127 AUTHORS RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1796,07/14/2017,$1060000.00,Residential,Cape Cod,1991,43522,24,1 3/4 Stories,7 Rooms,3 Bedrooms,2,1
2018,$414700,$340300,$755000,$414700,$340300,$755000,350 BEDFORD ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1807,06/22/2012,$670000.00,Residential,Old Style,1692,22614,22,2 Stories,,4 Bedrooms,1,1
2017,$427400,$324000,$751400,$427400,$324000,$751400,350 BEDFORD ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1807,06/22/2012,$670000.00,Residential,Old Style,1692,22614,22,2 Stories,,4 Bedrooms,1,1
2016,$388000,$290800,$678800,$388000,$290800,$678800,350 BEDFORD ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1807,06/22/2012,$670000.00,Residential,Old Style,1692,22614,22,2 Stories,,4 Bedrooms,1,1
2018,$211500,$330400,$541900,$211500,$330400,$541900,72 POWERS RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1817,08/19/2011,$405000.00,Residential,Ranch,1527,20000,22,1 Story,6,3 Bedrooms,2,
2017,$187800,$314700,$502500,$187800,$314700,$502500,72 POWERS RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1817,08/19/2011,$405000.00,Residential,Ranch,1527,20000,22,1 Story,6,3 Bedrooms,2,
2016,$154700,$282400,$437100,$154700,$282400,$437100,72 POWERS RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1817,08/19/2011,$405000.00,Residential,Ranch,1527,20000,22,1 Story,6,3 Bedrooms,2,
2018,$238700,$340300,$579000,$238700,$340300,$579000,92 POWERS RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1819,05/11/2015,$606900.00,Residential,Cape Cod,1296,22614,22,1.75,6,4 Bedrooms,1,1
2017,$238700,$324000,$562700,$238700,$324000,$562700,92 POWERS RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1819,05/11/2015,$606900.00,Residential,Cape Cod,1296,22614,22,1.75,6,4 Bedrooms,1,1
2016,$194600,$290800,$485400,$194600,$290800,$485400,92 POWERS RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1819,05/11/2015,$606900.00,Residential,Cape Cod,1296,22614,22,1.75,6,4 Bedrooms,1,1
2018,$284000,$383100,$667100,$284000,$383100,$667100,16 MERIAM RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1910,10/25/2016,$670000.00,Residential,Ranch,1561,44792,22,1 Story,6,3 Bedrooms,2,
2017,$251300,$364800,$616100,$251300,$364800,$616100,16 MERIAM RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1910,10/25/2016,$670000.00,Residential,Ranch,1561,44792,22,1 Story,6,3 Bedrooms,2,
2016,$220900,$327400,$548300,$220900,$327400,$548300,16 MERIAM RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1910,10/25/2016,$670000.00,Residential,Ranch,1561,44792,22,1 Story,6,3 Bedrooms,2,
2018,$325700,$380600,$706300,$325700,$380600,$706300,99 DALTON RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1917,04/16/2013,$725000.00,Residential,Colonial,1832,40000,22,2 Stories,,4 Bedrooms,1,1
2017,$319500,$362500,$682000,$319500,$362500,$682000,99 DALTON RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=1917,04/16/2013,$725000.00,Residential,Colonial,1832,40000,22,2 Stories,,4 Bedrooms,1,1
