YEAR,APPRAISED IMPROVEMENTS,APPRAISED LAND,APPRAISED TOTAL,ASSESSED IMPROVEMENTS,ASSESSED LAND, ASSESSED TOTAL,ADDRESS,URL,SALE DATE,SALE PRICE,MODEL,STYLE,LIVING AREA,LAND AREA(SF),NBHD,STORIES,ROOMS,BEDROOMS,BATHS,HALF BATHS
2016,$228400,$317800,$546200,$228400,$317800,$546200,6 LORING RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4643,06/19/2015,$555000.00,Residential,Rsd Rnch/Splt Lvl,1294,20871,30,1 Story,,3 Bedrooms,1,1
2018,$273500,$426600,$700100,$273500,$426600,$700100,458 OLD RD TO 9 ACRE COR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4717,06/25/2014,$775000.00,Residential,Colonial,1882,82178,23,2 Stories,8 Rooms,3 Bedrooms,2,1
2017,$273500,$406400,$679900,$273500,$406400,$679900,458 OLD RD TO 9 ACRE COR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4717,06/25/2014,$775000.00,Residential,Colonial,1882,82178,23,2 Stories,8 Rooms,3 Bedrooms,2,1
2016,$261600,$406400,$668000,$261600,$406400,$668000,458 OLD RD TO 9 ACRE COR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4717,06/25/2014,$775000.00,Residential,Colonial,1882,82178,23,2 Stories,8 Rooms,3 Bedrooms,2,1
2018,$252400,$379700,$632100,$252400,$379700,$632100,77 ADIN DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4752,10/14/2011,$460000.00,Residential,Colonial,1734,24792,28,2 Stories,8,4 Bedrooms,1,1
2017,$252400,$361600,$614000,$252400,$361600,$614000,77 ADIN DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4752,10/14/2011,$460000.00,Residential,Colonial,1734,24792,28,2 Stories,8,4 Bedrooms,1,1
2016,$241400,$361600,$603000,$241400,$361600,$603000,77 ADIN DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4752,10/14/2011,$460000.00,Residential,Colonial,1734,24792,28,2 Stories,8,4 Bedrooms,1,1
2018,$358200,$423600,$781800,$358200,$423600,$781800,92 ADIN DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4754,06/26/2015,$820000.00,Residential,Colonial,1974,20000,28,2 Stories,7,4 Bedrooms,2,0
2017,$381500,$403400,$784900,$381500,$403400,$784900,92 ADIN DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4754,06/26/2015,$820000.00,Residential,Colonial,1974,20000,28,2 Stories,7,4 Bedrooms,2,0
2016,$344800,$403400,$748200,$344800,$403400,$748200,92 ADIN DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4754,06/26/2015,$820000.00,Residential,Colonial,1974,20000,28,2 Stories,7,4 Bedrooms,2,0
2018,$279700,$423600,$703300,$279700,$423600,$703300,54 ADIN DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4756,12/05/2014,$681525.00,Residential,Colonial,1734,20000,28,2 Stories,,4 Bedrooms,1,1
2017,$279700,$403400,$683100,$279700,$403400,$683100,54 ADIN DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4756,12/05/2014,$681525.00,Residential,Colonial,1734,20000,28,2 Stories,,4 Bedrooms,1,1
2016,$270700,$403400,$674100,$270700,$403400,$674100,54 ADIN DR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4756,12/05/2014,$681525.00,Residential,Colonial,1734,20000,28,2 Stories,,4 Bedrooms,1,1
2018,$225900,$368200,$594100,$225900,$368200,$594100,146 FAIRHAVEN RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4762,07/31/2013,$485000.00,Residential,Colonial,1350,11307,28,2 Stories,6,3 Bedrooms,1,1
2017,$225900,$350700,$576600,$225900,$350700,$576600,146 FAIRHAVEN RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4762,07/31/2013,$485000.00,Residential,Colonial,1350,11307,28,2 Stories,6,3 Bedrooms,1,1
2016,$206800,$350700,$557500,$206800,$350700,$557500,146 FAIRHAVEN RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4762,07/31/2013,$485000.00,Residential,Colonial,1350,11307,28,2 Stories,6,3 Bedrooms,1,1
2018,$242600,$350800,$593400,$242600,$350800,$593400,69 POTTER ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4777,12/17/2014,$551385.00,Residential,Old Style,1674,8000,28,1.75,8,4 Bedrooms,1,1
2017,$248400,$334100,$582500,$248400,$334100,$582500,69 POTTER ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4777,12/17/2014,$551385.00,Residential,Old Style,1674,8000,28,1.75,8,4 Bedrooms,1,1
2016,$222700,$334100,$556800,$222700,$334100,$556800,69 POTTER ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4777,12/17/2014,$551385.00,Residential,Old Style,1674,8000,28,1.75,8,4 Bedrooms,1,1
2018,$265900,$341900,$607800,$265900,$341900,$607800,77 POTTER ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4778,07/21/2016,$556000.00,Residential,Cape Cod,1736,10000,28,1.75,7,3 Bedrooms,1,1
2017,$267300,$342800,$610100,$267300,$342800,$610100,77 POTTER ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4778,07/21/2016,$556000.00,Residential,Cape Cod,1736,10000,28,1.75,7,3 Bedrooms,1,1
2016,$218300,$342800,$561100,$218300,$342800,$561100,77 POTTER ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4778,07/21/2016,$556000.00,Residential,Cape Cod,1736,10000,28,1.75,7,3 Bedrooms,1,1
2018,$294800,$362900,$657700,$294800,$362900,$657700,96 WHITTEMORE ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4808,09/01/2016,$790000.00,Residential,Cape Cod,1824,37424,28,1 3/4 Stories,7,3 Bedrooms,2,1
2017,$291400,$345600,$637000,$291400,$345600,$637000,96 WHITTEMORE ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4808,09/01/2016,$790000.00,Residential,Cape Cod,1824,37424,28,1 3/4 Stories,7,3 Bedrooms,2,1
2016,$270100,$345600,$615700,$270100,$345600,$615700,96 WHITTEMORE ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4808,09/01/2016,$790000.00,Residential,Cape Cod,1824,37424,28,1 3/4 Stories,7,3 Bedrooms,2,1
2018,$365900,$348100,$714000,$365900,$348100,$714000,137 ARENA TER,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4834,08/12/2013,$685000.00,Residential,Rsd Rnch/Splt Lvl,1059,43485,33,1 Story,8 Rooms,4 Bedrooms,1,1
2017,$347000,$331500,$678500,$347000,$331500,$678500,137 ARENA TER,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4834,08/12/2013,$685000.00,Residential,Rsd Rnch/Splt Lvl,1059,43485,33,1 Story,8 Rooms,4 Bedrooms,1,1
2016,$348600,$368900,$717500,$348600,$368900,$717500,137 ARENA TER,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4834,08/12/2013,$685000.00,Residential,Rsd Rnch/Splt Lvl,1059,43485,33,1 Story,8 Rooms,4 Bedrooms,1,1
2018,$372900,$488300,$861200,$372900,$488300,$861200,91 BRISTERS HILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4848,11/18/2016,$750000.00,Residential,Cape Cod,1993,40436,28,1 3/4 Stories,,4 Bedrooms,2,1
2017,$372900,$465100,$838000,$372900,$465100,$838000,91 BRISTERS HILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4848,11/18/2016,$750000.00,Residential,Cape Cod,1993,40436,28,1 3/4 Stories,,4 Bedrooms,2,1
2016,$357800,$465100,$822900,$357800,$465100,$822900,91 BRISTERS HILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4848,11/18/2016,$750000.00,Residential,Cape Cod,1993,40436,28,1 3/4 Stories,,4 Bedrooms,2,1
2018,$259900,$306800,$566700,$259900,$306800,$566700,91 ARENA TER,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4866,01/07/2011,$605000.00,Residential,Contemp/Modern,1078,66136,33,1 Story,7,4 Bedrooms,2,0
2017,$270000,$292100,$562100,$270000,$292100,$562100,91 ARENA TER,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4866,01/07/2011,$605000.00,Residential,Contemp/Modern,1078,66136,33,1 Story,7,4 Bedrooms,2,0
2016,$237100,$325000,$562100,$237100,$325000,$562100,91 ARENA TER,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4866,01/07/2011,$605000.00,Residential,Contemp/Modern,1078,66136,33,1 Story,7,4 Bedrooms,2,0
2018,$164400,$414000,$578400,$164400,$414000,$578400,247 SANDY POND RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4898,11/19/2013,$511000.00,Residential,Ranch,1740,86970,22,1 Story,,3 Bedrooms,2,0
2017,$151500,$394400,$545900,$151500,$394400,$545900,247 SANDY POND RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4898,11/19/2013,$511000.00,Residential,Ranch,1740,86970,22,1 Story,,3 Bedrooms,2,0
2016,$133400,$354000,$487400,$133400,$354000,$487400,247 SANDY POND RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4898,11/19/2013,$511000.00,Residential,Ranch,1740,86970,22,1 Story,,3 Bedrooms,2,0
2018,$280500,$318600,$599100,$280500,$318600,$599100,378 HAYWARD MILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4928,05/24/2013,$493400.00,Residential,Rsd Rnch/Splt Lvl,1876,26534,29,1 Story,8,4 Bedrooms,2,1
2017,$270000,$286100,$556100,$270000,$286100,$556100,378 HAYWARD MILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4928,05/24/2013,$493400.00,Residential,Rsd Rnch/Splt Lvl,1876,26534,29,1 Story,8,4 Bedrooms,2,1
2016,$277000,$286100,$563100,$277000,$286100,$563100,378 HAYWARD MILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=4928,05/24/2013,$493400.00,Residential,Rsd Rnch/Splt Lvl,1876,26534,29,1 Story,8,4 Bedrooms,2,1
2018,$426400,$427800,$854200,$426400,$427800,$854200,280 DEACON HAYNES RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5046,07/11/2017,$1000000.00,Residential,Rsd Rnch/Splt Lvl,1896,83920,23,1 Story,9,5 Bedrooms,3,0
2017,$410600,$407600,$818200,$410600,$407600,$818200,280 DEACON HAYNES RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5046,07/11/2017,$1000000.00,Residential,Rsd Rnch/Splt Lvl,1896,83920,23,1 Story,9,5 Bedrooms,3,0
2016,$435800,$407600,$843400,$435800,$407600,$843400,280 DEACON HAYNES RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5046,07/11/2017,$1000000.00,Residential,Rsd Rnch/Splt Lvl,1896,83920,23,1 Story,9,5 Bedrooms,3,0
2018,$211100,$396000,$607100,$211100,$396000,$607100,140 HEATHS BRIDGE RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5134,12/12/2016,$580000.00,Residential,Contemp/Modern,1404,41307,23,1 1/2 Stories,6,4 Bedrooms,2,0
2017,$240500,$377100,$617600,$240500,$377100,$617600,140 HEATHS BRIDGE RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5134,12/12/2016,$580000.00,Residential,Contemp/Modern,1404,41307,23,1 1/2 Stories,6,4 Bedrooms,2,0
2016,$209500,$377100,$586600,$209500,$377100,$586600,140 HEATHS BRIDGE RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5134,12/12/2016,$580000.00,Residential,Contemp/Modern,1404,41307,23,1 1/2 Stories,6,4 Bedrooms,2,0
2018,$376500,$413500,$790000,$376500,$413500,$790000,113 JENNIE DUGAN RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5320,05/31/2013,$720000.00,Residential,Rsd Rnch/Splt Lvl,1569,46534,27,1 Story,8,4 Bedrooms,3,0
2017,$338800,$421900,$760700,$338800,$421900,$760700,113 JENNIE DUGAN RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5320,05/31/2013,$720000.00,Residential,Rsd Rnch/Splt Lvl,1569,46534,27,1 Story,8,4 Bedrooms,3,0
2016,$354600,$421900,$776500,$354600,$421900,$776500,113 JENNIE DUGAN RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5320,05/31/2013,$720000.00,Residential,Rsd Rnch/Splt Lvl,1569,46534,27,1 Story,8,4 Bedrooms,3,0
2018,$250400,$410900,$661300,$250400,$410900,$661300,460 POWDER MILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5330,09/04/2015,$749000.00,Residential,Rsd Rnch/Splt Lvl,1291,41742,27,1 Story,7,4 Bedrooms,2,
2017,$238300,$419300,$657600,$238300,$419300,$657600,460 POWDER MILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5330,09/04/2015,$749000.00,Residential,Rsd Rnch/Splt Lvl,1291,41742,27,1 Story,7,4 Bedrooms,2,
2016,$239600,$419300,$658900,$239600,$419300,$658900,460 POWDER MILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5330,09/04/2015,$749000.00,Residential,Rsd Rnch/Splt Lvl,1291,41742,27,1 Story,7,4 Bedrooms,2,
2018,$351700,$417100,$768800,$351700,$417100,$768800,28 PETER BULKELEY RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5353,10/07/2014,$827500.00,Residential,Colonial,1641,53068,27,2 Stories,8,4 Bedrooms,2,0
2017,$351700,$425500,$777200,$351700,$425500,$777200,28 PETER BULKELEY RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5353,10/07/2014,$827500.00,Residential,Colonial,1641,53068,27,2 Stories,8,4 Bedrooms,2,0
2016,$340300,$425500,$765800,$340300,$425500,$765800,28 PETER BULKELEY RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5353,10/07/2014,$827500.00,Residential,Colonial,1641,53068,27,2 Stories,8,4 Bedrooms,2,0
2018,$236600,$412100,$648700,$236600,$412100,$648700,82 PAUL REVERE RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5364,07/14/2014,$685000.00,Residential,Colonial,1656,43920,27,2 Stories,7 Rooms,4 Bedrooms,1,1
2017,$242800,$420500,$663300,$242800,$420500,$663300,82 PAUL REVERE RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5364,07/14/2014,$685000.00,Residential,Colonial,1656,43920,27,2 Stories,7 Rooms,4 Bedrooms,1,1
2016,$231200,$420500,$651700,$231200,$420500,$651700,82 PAUL REVERE RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5364,07/14/2014,$685000.00,Residential,Colonial,1656,43920,27,2 Stories,7 Rooms,4 Bedrooms,1,1
2018,$284400,$395700,$680100,$284400,$395700,$680100,76 HOLDEN WOOD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5395,04/10/2014,$737000.00,Residential,Contemp/Modern,1620,40871,23,1 1/2 Stories,,5 Bedrooms,2,0
2017,$304300,$376900,$681200,$304300,$376900,$681200,76 HOLDEN WOOD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5395,04/10/2014,$737000.00,Residential,Contemp/Modern,1620,40871,23,1 1/2 Stories,,5 Bedrooms,2,0
2016,$274100,$376900,$651000,$274100,$376900,$651000,76 HOLDEN WOOD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5395,04/10/2014,$737000.00,Residential,Contemp/Modern,1620,40871,23,1 1/2 Stories,,5 Bedrooms,2,0
2018,$474500,$397100,$871600,$474500,$397100,$871600,182 HOLDEN WOOD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5400,12/03/2015,$962000.00,Residential,Contemp/Modern,1956,43485,23,2 Stories,10,5 Bedrooms,3,0
2017,$507300,$378200,$885500,$507300,$378200,$885500,182 HOLDEN WOOD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5400,12/03/2015,$962000.00,Residential,Contemp/Modern,1956,43485,23,2 Stories,10,5 Bedrooms,3,0
2016,$464800,$378200,$843000,$464800,$378200,$843000,182 HOLDEN WOOD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5400,12/03/2015,$962000.00,Residential,Contemp/Modern,1956,43485,23,2 Stories,10,5 Bedrooms,3,0
2018,$474500,$397100,$871600,$474500,$397100,$871600,182 HOLDEN WOOD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5400,07/12/2011,$697000.00,Residential,Contemp/Modern,1956,43485,23,2 Stories,10,5 Bedrooms,3,0
2017,$507300,$378200,$885500,$507300,$378200,$885500,182 HOLDEN WOOD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5400,07/12/2011,$697000.00,Residential,Contemp/Modern,1956,43485,23,2 Stories,10,5 Bedrooms,3,0
2016,$464800,$378200,$843000,$464800,$378200,$843000,182 HOLDEN WOOD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5400,07/12/2011,$697000.00,Residential,Contemp/Modern,1956,43485,23,2 Stories,10,5 Bedrooms,3,0
2018,$248400,$398500,$646900,$248400,$398500,$646900,206 HOLDEN WOOD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5401,07/12/2012,$600000.00,Residential,Contemp/Modern,1584,46098,23,1 1/2 Stories,6,4 Bedrooms,2,1
2017,$265100,$379500,$644600,$265100,$379500,$644600,206 HOLDEN WOOD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5401,07/12/2012,$600000.00,Residential,Contemp/Modern,1584,46098,23,1 1/2 Stories,6,4 Bedrooms,2,1
2016,$234300,$379500,$613800,$234300,$379500,$613800,206 HOLDEN WOOD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5401,07/12/2012,$600000.00,Residential,Contemp/Modern,1584,46098,23,1 1/2 Stories,6,4 Bedrooms,2,1
2018,$359500,$403800,$763300,$359500,$403800,$763300,34 EAST CIR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5417,11/20/2013,$768000.00,Residential,Contemp/Modern,1980,56117,23,1 1/2 Stories,7,4 Bedrooms,3,0
2017,$384000,$384500,$768500,$384000,$384500,$768500,34 EAST CIR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5417,11/20/2013,$768000.00,Residential,Contemp/Modern,1980,56117,23,1 1/2 Stories,7,4 Bedrooms,3,0
2016,$350100,$384500,$734600,$350100,$384500,$734600,34 EAST CIR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5417,11/20/2013,$768000.00,Residential,Contemp/Modern,1980,56117,23,1 1/2 Stories,7,4 Bedrooms,3,0
2018,$247400,$399200,$646600,$247400,$399200,$646600,39 EAST CIR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5418,03/30/2012,$620000.00,Residential,Contemp/Modern,1698,47405,23,1 1/2 Stories,7 Rooms,4 Bedrooms,2,0
2017,$264300,$380100,$644400,$264300,$380100,$644400,39 EAST CIR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5418,03/30/2012,$620000.00,Residential,Contemp/Modern,1698,47405,23,1 1/2 Stories,7 Rooms,4 Bedrooms,2,0
2016,$232000,$380100,$612100,$232000,$380100,$612100,39 EAST CIR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5418,03/30/2012,$620000.00,Residential,Contemp/Modern,1698,47405,23,1 1/2 Stories,7 Rooms,4 Bedrooms,2,0
2018,$364200,$396200,$760400,$364200,$396200,$760400,31 OXBOW RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5427,05/10/2012,$655500.00,Residential,Contemp/Modern,1851,41742,23,2 Stories,9,5 Bedrooms,2,1
2017,$389500,$377300,$766800,$389500,$377300,$766800,31 OXBOW RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5427,05/10/2012,$655500.00,Residential,Contemp/Modern,1851,41742,23,2 Stories,9,5 Bedrooms,2,1
2016,$354600,$377300,$731900,$354600,$377300,$731900,31 OXBOW RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5427,05/10/2012,$655500.00,Residential,Contemp/Modern,1851,41742,23,2 Stories,9,5 Bedrooms,2,1
2018,$266700,$395500,$662200,$266700,$395500,$662200,181 HOLDEN WOOD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5429,12/23/2014,$692000.00,Residential,Contemp/Modern,1464,40436,23,2 Stories,8,4 Bedrooms,2,0
2017,$285100,$376700,$661800,$285100,$376700,$661800,181 HOLDEN WOOD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5429,12/23/2014,$692000.00,Residential,Contemp/Modern,1464,40436,23,2 Stories,8,4 Bedrooms,2,0
2016,$232900,$376700,$609600,$232900,$376700,$609600,181 HOLDEN WOOD RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5429,12/23/2014,$692000.00,Residential,Contemp/Modern,1464,40436,23,2 Stories,8,4 Bedrooms,2,0
2018,$343500,$395900,$739400,$343500,$395900,$739400,833 OLD RD TO 9 ACRE COR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5456,08/01/2013,$767000.00,Residential,Rsd Rnch/Splt Lvl,1373,41224,23,1 Story,8,4 Bedrooms,2,0
2017,$339200,$377100,$716300,$339200,$377100,$716300,833 OLD RD TO 9 ACRE COR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5456,08/01/2013,$767000.00,Residential,Rsd Rnch/Splt Lvl,1373,41224,23,1 Story,8,4 Bedrooms,2,0
2016,$350100,$377100,$727200,$350100,$377100,$727200,833 OLD RD TO 9 ACRE COR,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5456,08/01/2013,$767000.00,Residential,Rsd Rnch/Splt Lvl,1373,41224,23,1 Story,8,4 Bedrooms,2,0
2018,$378300,$411400,$789700,$378300,$411400,$789700,1357 OLD MARLBORO RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5544,08/26/2016,$830000.00,Residential,Rsd Rnch/Splt Lvl,1536,65775,23,1 Story,8,3 Bedrooms,2,0
2017,$364100,$391700,$755800,$364100,$391700,$755800,1357 OLD MARLBORO RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5544,08/26/2016,$830000.00,Residential,Rsd Rnch/Splt Lvl,1536,65775,23,1 Story,8,3 Bedrooms,2,0
2016,$384700,$391700,$776400,$384700,$391700,$776400,1357 OLD MARLBORO RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5544,08/26/2016,$830000.00,Residential,Rsd Rnch/Splt Lvl,1536,65775,23,1 Story,8,3 Bedrooms,2,0
2018,$535900,$396700,$932600,$535900,$396700,$932600,204 INDIAN PIPE LN,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5596,07/29/2013,$995000.00,Residential,Rsd Rnch/Splt Lvl,1848,42614,23,1 Story,10 Rooms,4 Bedrooms,3,0
2017,$515900,$377800,$893700,$515900,$377800,$893700,204 INDIAN PIPE LN,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5596,07/29/2013,$995000.00,Residential,Rsd Rnch/Splt Lvl,1848,42614,23,1 Story,10 Rooms,4 Bedrooms,3,0
2016,$547300,$377800,$925100,$547300,$377800,$925100,204 INDIAN PIPE LN,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5596,07/29/2013,$995000.00,Residential,Rsd Rnch/Splt Lvl,1848,42614,23,1 Story,10 Rooms,4 Bedrooms,3,0
2018,$251800,$411300,$663100,$251800,$411300,$663100,473 POWDER MILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5612,10/13/2016,$632000.00,Residential,Ranch,1504,42614,27,1 Story,6,3 Bedrooms,2,0
2017,$223600,$419800,$643400,$223600,$419800,$643400,473 POWDER MILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5612,10/13/2016,$632000.00,Residential,Ranch,1504,42614,27,1 Story,6,3 Bedrooms,2,0
2016,$195000,$419800,$614800,$195000,$419800,$614800,473 POWDER MILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5612,10/13/2016,$632000.00,Residential,Ranch,1504,42614,27,1 Story,6,3 Bedrooms,2,0
2018,$190900,$375600,$566500,$190900,$375600,$566500,68 MITCHELL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5617,06/12/2014,$539000.00,Residential,Rsd Rnch/Splt Lvl,1066,24882,27,1 Story,7,4 Bedrooms,2,0
2017,$183800,$383300,$567100,$183800,$383300,$567100,68 MITCHELL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5617,06/12/2014,$539000.00,Residential,Rsd Rnch/Splt Lvl,1066,24882,27,1 Story,7,4 Bedrooms,2,0
2016,$185300,$383300,$568600,$185300,$383300,$568600,68 MITCHELL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5617,06/12/2014,$539000.00,Residential,Rsd Rnch/Splt Lvl,1066,24882,27,1 Story,7,4 Bedrooms,2,0
2018,$240900,$409900,$650800,$240900,$409900,$650800,306 POWDER MILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5669,04/14/2016,$680000.00,Residential,Colonial,1410,40000,27,2 Stories,7 Rooms,4 Bedrooms,1,1
2017,$233600,$418300,$651900,$233600,$418300,$651900,306 POWDER MILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5669,04/14/2016,$680000.00,Residential,Colonial,1410,40000,27,2 Stories,7 Rooms,4 Bedrooms,1,1
2016,$218900,$418300,$637200,$218900,$418300,$637200,306 POWDER MILL RD,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5669,04/14/2016,$680000.00,Residential,Colonial,1410,40000,27,2 Stories,7 Rooms,4 Bedrooms,1,1
2018,$203900,$283100,$487000,$203900,$283100,$487000,18 GRANBY ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5689,10/03/2012,$420000.00,Residential,Cape Cod,1384,5000,27,1 3/4 Stories,,3 Bedrooms,2,0
2017,$203900,$288900,$492800,$203900,$288900,$492800,18 GRANBY ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5689,10/03/2012,$420000.00,Residential,Cape Cod,1384,5000,27,1 3/4 Stories,,3 Bedrooms,2,0
2016,$179300,$288900,$468200,$179300,$288900,$468200,18 GRANBY ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5689,10/03/2012,$420000.00,Residential,Cape Cod,1384,5000,27,1 3/4 Stories,,3 Bedrooms,2,0
2018,$223100,$351300,$574400,$223100,$351300,$574400,15 GRANBY ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5698,09/11/2013,$487500.00,Residential,Rsd Rnch/Splt Lvl,1084,19148,27,1 Story,6,3 Bedrooms,2,0
2017,$182800,$358400,$541200,$182800,$358400,$541200,15 GRANBY ST,http://gis.vgsi.com/ConcordMA/Parcel.aspx?pid=5698,09/11/2013,$487500.00,Residential,Rsd Rnch/Splt Lvl,1084,19148,27,1 Story,6,3 Bedrooms,2,0
